"population","river","year","surveydate","pos.weir","pos.trap","siteid","sex","origin","forklength","agedesignation","age.best","age.cwt","age.scale","age.key","age.length","prespawn","oppunch.present","oppunch.type","objective","mark.recap.eligible"
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","M","Hat",720,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","M","Hat",740,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.1","F","Hat",845,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","M","Nat",780,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.1","F","Nat",855,"Adult",5,NA,NA,5,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.1","F","Nat",765,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Nat",735,"Adult",4,NA,NA,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.1","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","M","Nat",765,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.1","F","Hat",650,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.1","F","Hat",750,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Hat",760,"Adult",4,4,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Unk",730,"Adult",4,NA,NA,4,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Hat",810,"Adult",5,5,NA,5,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Unk",830,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Hat",850,"Adult",5,5,NA,5,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Hat",890,"Adult",5,5,5,5,5,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Hat",650,"Adult",4,4,NA,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Nat",730,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.1","F","Nat",670,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Nat",750,"Adult",4,NA,4,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Nat",820,"Adult",4,NA,4,5,5,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",730,"Adult",4,4,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Hat",855,"Adult",5,5,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","M","Hat",820,"Adult",5,NA,NA,5,5,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","M","Hat",830,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.1","F","Nat",675,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.1","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.1","F","Hat",765,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.1","F","Hat",815,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","F","Hat",740,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Nat",670,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",720,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",720,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.1","M","Nat",745,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",720,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",670,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",670,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",670,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",665,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",655,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.1","F","Hat",720,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Nat",710,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Nat",722,"Adult",4,NA,NA,4,4,"PreSpawn","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Hat",697,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Nat",682,"Adult",4,NA,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Hat",732,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","F","Nat",735,"Adult",4,NA,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",700,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",680,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",730,"Adult",4,NA,NA,4,4,"Unk","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",710,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",725,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",720,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",670,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",710,"Adult",4,NA,NA,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",720,"Adult",4,4,NA,4,4,"Unk","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",720,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",730,"Adult",4,4,NA,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",730,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",730,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",790,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",670,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",640,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","M","Hat",790,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","M","Hat",715,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","M","Nat",680,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",720,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",870,"Adult",5,NA,5,5,5,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",800,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",785,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Nat",700,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",785,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",780,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",775,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",775,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",770,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",760,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",755,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",690,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",810,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",720,"Adult",4,NA,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",620,"Jack",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",680,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Nat",660,"Adult",4,NA,NA,4,4,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",695,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",700,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",700,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",700,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",705,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",710,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",720,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",800,"Adult",4,NA,4,5,5,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",760,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Nat",694,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Unk",840,"Adult",4,NA,NA,4,4,"Unk","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",825,"Adult",5,5,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",815,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",790,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",790,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",775,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",775,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",775,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",770,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",890,"Adult",5,NA,5,5,5,"Spawned","No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",765,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS4.2","M","Nat",875,"Adult",4,NA,4,5,5,NA,"No","None","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",760,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",750,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",750,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.2","F","Hat",750,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.2","M","Nat",695,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",735,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",735,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",740,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Nat",740,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",745,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",770,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",789,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",695,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",710,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",720,"Adult",4,NA,NA,NA,4,"Spawned","Unk","Unk","Redd & Carcass",FALSE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",726,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",724,"Adult",4,NA,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",725,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Hat",726,"Adult",4,4,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",727,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Hat",733,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",735,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",860,"Adult",5,5,NA,5,5,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",760,"Adult",4,NA,4,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Hat",685,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Hat",652,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Nat",699,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","F","Hat",745,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Nat",808,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","M","Nat",810,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.2","F","Nat",685,"Adult",4,NA,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.2","F","Hat",720,"Adult",4,4,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-17,"above","above","LOS4.2","F","Hat",745,"Adult",4,4,NA,NA,4,"Unk","Unk","Unk","Redd & Carcass",FALSE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","M","Hat",800,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","M","Hat",700,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-24,"above","above","LOS4.2","F","Nat",760,"Adult",4,NA,4,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",690,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",750,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",715,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",715,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",715,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",720,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",734,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",735,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",745,"Adult",4,NA,4,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",745,"Adult",5,NA,NA,5,5,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Nat",745,"Adult",4,NA,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-31,"above","above","LOS4.2","M","Hat",720,"Adult",4,4,NA,4,4,NA,"Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-09-07,"above","above","LOS4.2","F","Hat",830,"Adult",5,5,NA,4,4,"Spawned","Yes","1LOP","Redd & Carcass",TRUE
"Lostine","Lostine River",2012,2012-08-16,"above","above","LOS5","F","Hat",850,"Adult",4,NA,NA,4,4,"PreSpawn","Yes","1LOP","Redd & Carcass",TRUE
