"WeirLocation","TrapYear","TrapDate","Count","Sex","Origin","ForkLength","BestAge","CWTAge","PITAge","ScaleAge_Best","LengthAge","Age_Key","Recapture","Disposition","Description","New_or_recap","OpPunch"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",721,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Nat",700,4,,,4,4,,0,"P","Passed above weir","New","1ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",831,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",760,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",793,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",709,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",669,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",707,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",650,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",675,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",732,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",752,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Nat",675,4,,,4,4,,0,"P","Passed above weir","New","1ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",684,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",760,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Nat",703,4,,,4,4,,0,"P","Passed above weir","New","1ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",762,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",718,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",733,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",757,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",717,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Nat",860,4,,,4,5,,0,"P","Passed above weir","New","1ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",739,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",658,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",722,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",736,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",705,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",790,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",817,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",773,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",780,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",705,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",733,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"M","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-14 00:00:00,1,"F","Hat",738,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",675,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",685,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",800,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",810,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",760,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",750,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",670,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",780,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",735,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",660,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",800,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",690,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",755,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",685,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",735,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",790,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",795,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",690,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",775,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",798,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",774,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",785,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"M","Hat",705,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-15 00:00:00,1,"F","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",750,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",690,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",812,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",760,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",709,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",990,5,,,,5,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",758,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",782,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",710,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",855,5,,,,5,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",657,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",780,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",818,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",785,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",698,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",800,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",810,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",685,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",650,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",797,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",733,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",794,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",728,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",790,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",760,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",680,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",711,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",715,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",670,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",670,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",709,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",765,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",705,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",750,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",790,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",740,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",727,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",850,5,,,,5,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",725,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",700,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",704,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",757,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",770,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",727,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",745,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",705,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",690,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"M","Hat",685,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",730,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",685,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",757,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",702,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",735,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",807,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-16 00:00:00,1,"F","Hat",721,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",820,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",738,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",695,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",754,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",780,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",735,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",790,4,,,,4,,0,"P","Passed above weir","New","2ROP"
"Upper Grande Ronde River",2010,2010-6-17 00:00:00,1,"F","Hat",720,4,,,,4,,0,"P","Passed above weir","New","2ROP"
